"","x"
"8029","companies"
"8030","salaries"
"8031","find"
"8032","certifications"
"8033","employer"
"8034","events"
"8035","work"
"8036","at"
"8037","indeed"
"8038","countries"
"8039","about"
"8040","help"
"8041","center"
"8042","do"
"8043","not"
"8044","sell"
"8045","my"
"8046","personal"
"8047","information"
"8048","privacy"
"8049","center"
"8050","gathering"
"8051","and"
"8052","analyzing"
"8053","data"
"8054","performing"
"8055","poc"
"8056","analysis"
"8057","from"
"8058","a"
"8059","statistical"
"8060","perspective"
"8061","identifying"
"8062","key"
"8063","factors"
"8064","building"
"8065","prototypes"
"8066","and"
"8067","reporting"
"8068","findings"
"8069","to"
"8070","product"
"8071","owners"
"8072","formulating"
"8073","machine"
"8074","learning"
"8075","statistical"
"8076","optimization"
"8077","approaches"
"8078","according"
"8079","to"
"8080","business"
"8081","metrics"
"8082","designing"
"8083","features"
"8084","from"
"8085","rich"
"8086","data"
"8087","sources"
"8088","training"
"8089","evaluating"
"8090","and"
"8091","deploying"
"8092","models"
"8093","implementing"
"8094","statistical"
"8095","testing"
"8096","to"
"8097","measure"
"8098","the"
"8099","success"
"8100","of"
"8101","projects"
"8102","and"
"8103","business"
"8104","impact"
"8105","researching"
"8106","forefront"
"8107","techniques"
"8108","proposing"
"8109","and"
"8110","initiating"
"8111","innovative"
"8112","data"
"8113","science"
"8114","efforts"
"8115","to"
"8116","drive"
"8117","management"
"8118","efficiency"
"8119","and"
"8120","member"
"8121","experience"
"8122","designing"
"8123","and"
"8124","building"
"8125","up"
"8126","scalable"
"8127","data"
"8128","science"
"8129","pipelines"
"8130","creating"
"8131","high"
"8132","performance"
"8133","apis"
"8134","within"
"8135","engineering"
"8136","according"
"8137","to"
"8138","business"
"8139","requirements"
"8140","maintaining"
"8141","data"
"8142","science"
"8143","pipelines"
"8144","constructing"
"8145","apis"
"8146","for"
"8147","data"
"8148","gathering"
"8149","exploring"
"8150","and"
"8151","performing"
"8152","qa"
"8153","for"
"8154","third"
"8155","party"
"8156","data"
"8157","learning"
"8158","and"
"8159","sharing"
"8160","knowledge"
"8161","about"
"8162","data"
"8163","science"
"8164","proposing"
"8165","the"
"8166","capability"
"8167","of"
"8168","data"
"8169","science"
"8170","to"
"8171","business"
"8172","team"
"8173","bachelor"
"8174","degree"
"8175","in"
"8176","a"
"8177","computational"
"8178","science"
"8179","with"
"8180","2"
"8181","years"
"8182","of"
"8183","post"
"8184","graduate"
"8185","work"
"8186","experience"
"8187","in"
"8188","machine"
"8189","learning"
"8190","statistics"
"8191","data"
"8192","science"
"8193","master"
"8194","degree"
"8195","is"
"8196","preferred"
"8197","experience"
"8198","with"
"8199","traditional"
"8200","as"
"8201","well"
"8202","as"
"8203","modern"
"8204","machine"
"8205","learning"
"8206","statistical"
"8207","techniques"
"8208","including"
"8209","regression"
"8210","classification"
"8211","regularization"
"8212","ensemble"
"8213","methods"
"8214","deep"
"8215","neural"
"8216","network"
"8217","causal"
"8218","inference"
"8219","and"
"8220","hypothesis"
"8221","testing"
"8222","3"
"8223","years"
"8224","experience"
"8225","with"
"8226","programming"
"8227","languages"
"8228","such"
"8229","as"
"8230","python"
"8231","r"
"8232","java"
"8233","c"
"8234","c"
"8235","familiarity"
"8236","with"
"8237","linux"
"8238","unix"
"8239","shell"
"8240","environments"
"8241","python"
"8242","preferred"
"8243","3"
"8244","years"
"8245","experience"
"8246","in"
"8247","working"
"8248","with"
"8249","large"
"8250","scale"
"8251","database"
"8252","experience"
"8253","with"
"8254","aws"
"8255","products"
"8256","is"
"8257","preferred"
"8258","2"
"8259","years"
"8260","hands"
"8261","on"
"8262","skills"
"8263","in"
"8264","sourcing"
"8265","cleaning"
"8266","manipulating"
"8267","and"
"8268","analyzing"
"8269","large"
"8270","volumes"
"8271","of"
"8272","data"
"8273","strong"
"8274","written"
"8275","and"
"8276","oral"
"8277","communication"
"8278","skills"
"8279","2"
"8280","years"
"8281","experience"
"8282","in"
"8283","building"
"8284","and"
"8285","maintaining"
"8286","large"
"8287","scale"
"8288","data"
"8289","machine"
"8290","learning"
"8291","pipelines"
"8292","in"
"8293","online"
"8294","advertising"
"8295","recommender"
"8296","system"
"8297","ecommerce"
"8298","or"
"8299","relevant"
"8300","areas"
"8301","experience"
"8302","leading"
"8303","machine"
"8304","learning"
"8305","data"
"8306","science"
"8307","projects"
"8308","experience"
"8309","working"
"8310","with"
"8311","product"
"8312","sales"
"8313","and"
"8314","other"
"8315","key"
"8316","stakeholders"
"8317","to"
"8318","drive"
"8319","business"
"8320","success"
"8321","we"
"8322","offer"
"8323","competitive"
"8324","salary"
"8325","benefits"
"8326","and"
"8327","industry"
"8328","leading"
"8329","commission"
"8330","opportunities"
"8331","for"
"8332","club"
"8333","employees"
"8334","complimentary"
"8335","club"
"8336","membership"
"8337","30"
"8338","50"
"8339","discounts"
"8340","on"
"8341","all"
"8342","equinox"
"8343","products"
"8344","and"
"8345","services"
"8346","including"
"8347","personal"
"8348","training"
"8349","private"
"8350","pilates"
"8351","spa"
"8352","and"
"8353","café"
"8354","services"
"8355","and"
"8356","shop"
"8357","items"
"8358","hiring"
"8359","lab"
"8360","career"
"8361","advice"
"8362","browse"
"8363","jobs"
"8364","browse"
"8365","companies"
"8366","salaries"
"8367","find"
"8368","certifications"
"8369","employer"
"8370","events"
"8371","work"
"8372","at"
"8373","indeed"
"8374","countries"
"8375","about"
"8376","help"
"8377","center"
"8378","do"
"8379","not"
"8380","sell"
"8381","my"
"8382","personal"
"8383","information"
"8384","privacy"
"8385","center"
"8386","drive"
"8387","the"
"8388","ongoing"
"8389","advancement"
"8390","and"
"8391","refinement"
"8392","of"
"8393","biz2credit"
"8394","s"
"8395","credit"
"8396","decisioning"
"8397","pricing"
"8398","model"
"8399","optimizing"
"8400","risk"
"8401","and"
"8402","return"
"8403","while"
"8404","dramatically"
"8405","reducing"
"8406","decision"
"8407","cycle"
"8408","times"
"8409","continuously"
"8410","evaluate"
"8411","alternative"
"8412","data"
"8413","sources"
"8414","and"
"8415","structures"
"8416","to"
"8417","document"
"8418","and"
"8419","improve"
"8420","the"
"8421","efficacy"
"8422","of"
"8423","our"
"8424","customer"
"8425","conversion"
"8426","models"
"8427","and"
"8428","processes"
"8429","harness"
"8430","the"
"8431","power"
"8432","of"
"8433","biz2credit"
"8434","s"
"8435","technology"
"8436","to"
"8437","proactively"
"8438","identify"
"8439","emerging"
"8440","risks"
"8441","as"
"8442","well"
"8443","as"
"8444","opportunities"
"8445","with"
"8446","our"
"8447","customers"
"8448","play"
"8449","a"
"8450","leadership"
"8451","role"
"8452","in"
"8453","the"
"8454","design"
"8455","and"
"8456","implementation"
"8457","of"
"8458","ongoing"
"8459","operational"
"8460","and"
"8461","risk"
"8462","reporting"
"8463","and"
"8464","analytics"
"8465","work"
"8466","on"
"8467","data"
"8468","projects"
"8469","and"
"8470","proposals"
"8471","involving"
"8472","biz2credit"
"8473","s"
"8474","financial"
"8475","services"
"8476","partners"
"8477","worldwide"
"8478","banks"
"8479","non"
"8480","banks"
"8481","debt"
"8482","investors"
"8483","equity"
"8484","investors"
"8485","and"
"8486","others"
"8487","to"
"8488","analyze"
"8489","classify"
"8490","and"
"8491","visualize"
"8492","credit"
"8493","related"
"8494","data"
"8495","degree"
"8496","in"
"8497","statistics"
"8498","applied"
"8499","mathematics"
"8500","engineering"
"8501","computer"
"8502","science"
"8503","or"
"8504","other"
"8505","quantitative"
"8506","fields"
"8507","from"
"8508","leading"
"8509","university"
"8510","advanced"
"8511","degree"
"8512","preferred"
"8513","2"
"8514","4"
"8515","years"
"8516","experience"
"8517","performing"
"8518","quantitative"
"8519","analysis"
"8520","within"
"8521","self"
"8522","directed"
"8523","roles"
"8524","practical"
"8525","hands"
"8526","on"
"8527","experience"
"8528","in"
"8529","the"
"8530","development"
"8531","and"
"8532","implementation"
"8533","of"
"8534","new"
"8535","predictive"
"8536","models"
"8537","and"
"8538","comfortable"
"8539","in"
"8540","learning"
"8541","new"
"8542","statistical"
"8543","tools"
"8544","and"
"8545","techniques"
"8546","ability"
"8547","to"
"8548","visualize"
"8549","and"
"8550","communicate"
"8551","sophisticated"
"8552","data"
"8553","and"
"8554","models"
"8555","to"
"8556","all"
"8557","audiences"
"8558","specific"
"8559","demonstrated"
"8560","experience"
"8561","knowledge"
"8562","accuracy"
"8563","and"
"8564","speed"
"8565","of"
"8566","execution"
"8567","in"
"8568","powerpoint"
"8569","excel"
"8570","excel"
"8571","vba"
"8572","and"
"8573","r"
"8574","knowledge"
"8575","of"
"8576","other"
"8577","programming"
"8578","knowledge"
"8579","and"
"8580","or"
"8581","stata"
"8582","is"
"8583","a"
"8584","plus"
"8585","highly"
"8586","motivated"
"8587","versatile"
"8588","capable"
"8589","of"
"8590","working"
"8591","independently"
"8592","with"
"8593","demonstrated"
"8594","initiative"
"8595","hiring"
"8596","lab"
"8597","career"
"8598","advice"
"8599","browse"
"8600","jobs"
"8601","browse"
"8602","companies"
"8603","salaries"
"8604","find"
"8605","certifications"
"8606","employer"
"8607","events"
"8608","work"
"8609","at"
"8610","indeed"
"8611","countries"
"8612","about"
"8613","help"
"8614","center"
"8615","do"
"8616","not"
"8617","sell"
"8618","my"
"8619","personal"
"8620","information"
"8621","privacy"
"8622","center"
"8623","proficiency"
"8624","in"
"8625","sql"
"8626","proficiency"
"8627","in"
"8628","python"
"8629","and"
"8630","r"
"8631","work"
"8632","with"
"8633","stakeholders"
"8634","throughout"
"8635","the"
"8636","organization"
"8637","to"
"8638","identify"
"8639","opportunities"
"8640","for"
"8641","leveraging"
"8642","company"
"8643","data"
"8644","to"
"8645","drive"
"8646","business"
"8647","solutions"
"8648","experience"
"8649","using"
"8650","statistical"
"8651","computer"
"8652","languages"
"8653","r"
"8654","python"
"8655","slq"
"8656","etc"
"8657","to"
"8658","manipulate"
"8659","data"
"8660","and"
"8661","draw"
"8662","insights"
"8663","from"
"8664","large"
"8665","data"
"8666","sets"
"8667","experience"
"8668","working"
"8669","with"
"8670","and"
"8671","creating"
"8672","data"
"8673","architectures"
"8674","mine"
"8675","and"
"8676","analyze"
"8677","data"
"8678","from"
"8679","company"
"8680","databases"
"8681","to"
"8682","drive"
"8683","optimization"
"8684","and"
"8685","improvement"
"8686","of"
"8687","product"
"8688","development"
"8689","marketing"
"8690","techniques"
"8691","and"
"8692","business"
"8693","strategies"
"8694","assess"
"8695","the"
"8696","effectiveness"
"8697","and"
"8698","accuracy"
"8699","of"
"8700","new"
"8701","data"
"8702","sources"
"8703","and"
"8704","data"
"8705","gathering"
"8706","techniques"
"8707","develop"
"8708","custom"
"8709","data"
"8710","models"
"8711","and"
"8712","algorithms"
"8713","to"
"8714","apply"
"8715","to"
"8716","data"
"8717","sets"
"8718","use"
"8719","predictive"
"8720","modeling"
"8721","to"
"8722","increase"
"8723","and"
"8724","optimize"
"8725","customer"
"8726","experiences"
"8727","revenue"
"8728","generation"
"8729","ad"
"8730","targeting"
"8731","and"
"8732","other"
"8733","business"
"8734","outcomes"
"8735","develop"
"8736","company"
"8737","a"
"8738","b"
"8739","testing"
"8740","framework"
"8741","and"
"8742","test"
"8743","model"
"8744","quality"
"8745","coordinate"
"8746","with"
"8747","different"
"8748","functional"
"8749","teams"
"8750","to"
"8751","implement"
"8752","models"
"8753","and"
"8754","monitor"
"8755","outcomes"
"8756","develop"
"8757","processes"
"8758","and"
"8759","tools"
"8760","to"
"8761","monitor"
"8762","and"
"8763","analyze"
"8764","model"
"8765","performance"
"8766","and"
"8767","data"
"8768","accuracy"
"8769","qualifications"
"8770","for"
"8771","data"
"8772","scientist"
"8773","strong"
"8774","problem"
"8775","solving"
"8776","skills"
"8777","with"
"8778","an"
"8779","emphasis"
"8780","on"
"8781","product"
"8782","development"
"8783","knowledge"
"8784","of"
"8785","a"
"8786","variety"
"8787","of"
"8788","machine"
"8789","learning"
"8790","techniques"
"8791","clustering"
"8792","decision"
"8793","tree"
"8794","learning"
"8795","artificial"
"8796","neural"
"8797","networks"
"8798","etc"
"8799","and"
"8800","their"
"8801","real"
"8802","world"
"8803","advantages"
"8804","drawbacks"
"8805","knowledge"
"8806","of"
"8807","advanced"
"8808","statistical"
"8809","techniques"
"8810","and"
"8811","concepts"
"8812","regression"
"8813","properties"
"8814","of"
"8815","distributions"
"8816","statistical"
"8817","tests"
"8818","and"
"8819","proper"
"8820","usage"
"8821","etc"
"8822","and"
"8823","experience"
"8824","with"
"8825","applications"
"8826","excellent"
"8827","written"
"8828","and"
"8829","verbal"
"8830","communication"
"8831","skills"
"8832","for"
"8833","coordinating"
"8834","across"
"8835","teams"
"8836","a"
"8837","drive"
"8838","to"
"8839","learn"
"8840","and"
"8841","master"
"8842","new"
"8843","technologies"
"8844","and"
"8845","techniques"
"8846","likely"
"8847","one"
"8848","location"
"8849","monday"
"8850","to"
"8851","friday"
"8852","hiring"
"8853","lab"
"8854","career"
"8855","advice"
"8856","browse"
"8857","jobs"
"8858","browse"
"8859","companies"
"8860","salaries"
"8861","find"
"8862","certifications"
"8863","employer"
"8864","events"
"8865","work"
"8866","at"
"8867","indeed"
"8868","countries"
"8869","about"
"8870","help"
"8871","center"
"8872","do"
"8873","not"
"8874","sell"
"8875","my"
"8876","personal"
"8877","information"
"8878","privacy"
"8879","center"
"8880","devise"
"8881","research"
"8882","test"
"8883","and"
"8884","develop"
"8885","new"
"8886","ways"
"8887","that"
"8888","use"
"8889","our"
"8890","data"
"8891","to"
"8892","build"
"8893","long"
"8894","lasting"
"8895","relationships"
"8896","for"
"8897","some"
"8898","of"
"8899","the"
"8900","biggest"
"8901","brands"
"8902","in"
"8903","the"
"8904","world"
"8905","impacting"
"8906","the"
"8907","lives"
"8908","of"
"8909","millions"
"8910","of"
"8911","users"
"8912","build"
"8913","and"
"8914","improve"
"8915","resilient"
"8916","and"
"8917","scalable"
"8918","models"
"8919","for"
"8920","both"
"8921","batch"
"8922","and"
"8923","real"
"8924","time"
"8925","services"
"8926","evaluate"
"8927","and"
"8928","test"
"8929","the"
"8930","tradeoffs"
"8931","between"
"8932","competing"
"8933","machine"
"8934","learning"
"8935","models"
"8936","methodologies"
"8937","and"
"8938","architectures"
"8939","work"
"8940","alongside"
"8941","awesome"
"8942","engineers"
"8943","in"
"8944","an"
"8945","agile"
"8946","environment"
"8947","constantly"
"8948","striving"
"8949","to"
"8950","be"
"8951","more"
"8952","innovative"
"8953","and"
"8954","efficient"
"8955","you"
"8956","have"
"8957","an"
"8958","innate"
"8959","curiosity"
"8960","to"
"8961","find"
"8962","and"
"8963","explore"
"8964","business"
"8965","problems"
"8966","using"
"8967","data"
"8968","and"
"8969","understand"
"8970","best"
"8971","ways"
"8972","to"
"8973","extract"
"8974","real"
"8975","world"
"8976","value"
"8977","from"
"8978","your"
"8979","insights"
"8980","you"
"8981","are"
"8982","self"
"8983","driven"
"8984","and"
"8985","prepared"
"8986","to"
"8987","work"
"8988","in"
"8989","a"
"8990","fast"
"8991","paced"
"8992","startup"
"8993","environment"
"8994","you"
"8995","are"
"8996","passionate"
"8997","about"
"8998","leveraging"
"8999","the"
"9000","best"
"9001","of"
"9002","breed"
"9003","technology"
"9004","methodologies"
"9005","and"
"9006","eager"
"9007","to"
"9008","learn"
"9009","new"
"9010","skills"
"9011","you"
"9012","write"
"9013","professional"
"9014","level"
"9015","python"
"9016","on"
"9017","a"
"9018","daily"
"9019","basis"
"9020","r"
"9021","additionally"
"9022","a"
"9023","plus"
"9024","you"
"9025","are"
"9026","skilled"
"9027","at"
"9028","writing"
"9029","and"
"9030","optimizing"
"9031","sql"
"9032","core"
"9033","application"
"9034","dbs"
"9035","use"
"9036","mysql"
"9037","google"
"9038","bigquery"
"9039","you"
"9040","have"
"9041","a"
"9042","degree"
"9043","in"
"9044","statistics"
"9045","mathematics"
"9046","computer"
"9047","science"
"9048","economics"
"9049","or"
"9050","another"
"9051","quantitative"
